logFC	AveExpr	t	P.Value	adj.P.Val	B
MGP_DBA2J_G0026477	-0.395334021830167	5.16451241952535	-26.8590504288441	2.89858791227269e-31	3.05639992082976e-29	61.122067577261
MGP_DBA2J_G0033508	1.69375971988853	1.70022472673127	27.5658891187557	8.62525275675054e-32	1.07039386711274e-29	61.0890262556965
MGP_DBA2J_G0026143	0.571463536077776	8.01633857352487	26.8773854955808	2.80788339853699e-31	2.98023571503929e-29	61.0664544285866
MGP_DBA2J_G0022049	0.592286176074183	6.35822667644345	26.848746634843	2.9508658597906e-31	3.09131941012999e-29	61.0551191287859
MGP_DBA2J_G0023129	1.13721797776368	2.90056212369596	26.9320808299414	2.55410673260817e-31	2.72883469650117e-29	61.0291013813351
MGP_DBA2J_G0031566	1.2627994041844	1.93407289227966	27.2395285998564	1.50431338593764e-31	1.68535332328694e-29	60.931127559636
MGP_DBA2J_G0034103	-1.1937572484527	2.12962864563985	-27.1314954713394	1.810765738386e-31	1.97385700387711e-29	60.9171912998536
MGP_DBA2J_G0025062	0.411908167568958	7.870885982652	26.7693197539777	3.38749012519308e-31	3.52583085095097e-29	60.8800128291399
MGP_DBA2J_G0022886	0.947200796552333	5.38769718446432	26.7106991675739	3.75152318274883e-31	3.87970022482608e-29	60.8568540519323
MGP_DBA2J_G0022941	0.501344765628678	5.20937512519103	26.6429375560503	4.22236387997498e-31	4.33881506214244e-29	60.7431125932988
MGP_DBA2J_G0022653	0.685479294527601	5.6243673702413	26.6104652005637	4.46892172669905e-31	4.56310849473645e-29	60.6675829911544
MGP_DBA2J_G0015405	-0.665467575861632	3.18338821751045	-26.5917309083356	4.6177916270017e-31	4.68546115210179e-29	60.5675403019321
MGP_DBA2J_G0031372	0.720715235207777	3.2161744173637	26.579328231788	4.71911851521875e-31	4.7583461878765e-29	60.5440768610762
MGP_DBA2J_G0025145	0.39887696334652	6.34481568098307	26.517763210724	5.25665724991877e-31	5.26743176477885e-29	60.473477612486
MGP_DBA2J_G0023677	0.542137874318162	4.41509754998059	26.4701095465684	5.71527925487511e-31	5.691641988821e-29	60.4663649262362
MGP_DBA2J_G0006802	0.494395485635795	5.14495385119014	26.4355880485425	6.07281116756067e-31	5.97394283940587e-29	60.3815155825758
MGP_DBA2J_G0030825	0.376323484605001	7.03853110556498	26.4575823221611	5.84247382907586e-31	5.78261535487613e-29	60.3478723869427
MGP_DBA2J_G0016808	-0.546385053688132	3.96670908629147	-26.3911410612786	6.5669382555108e-31	6.42087362885793e-29	60.3193335618093
MGP_DBA2J_G0023320	0.545339094443285	4.24095240122341	26.3573671998771	6.96965595473957e-31	6.7105020637597e-29	60.2682798755233
MGP_DBA2J_G0022364	-0.543032249420563	4.59605876362743	-26.3558813710385	6.98793991639267e-31	6.7105020637597e-29	60.2626544768381
MGP_DBA2J_G0033354	1.50463131673929	3.59108090359221	26.273581478729	8.08090854764984e-31	7.6687822117197e-29	60.0622835918214
MGP_DBA2J_G0033548	0.450079993035418	8.70653471521599	26.2797233745974	7.9936366196245e-31	7.63084849611847e-29	59.9972970084504
MGP_DBA2J_G0024507	0.518906338361	4.60867717111104	26.1902557376952	9.36554418015e-31	8.73377596869132e-29	59.9694399433839
MGP_DBA2J_G0029418	-0.45268868556426	5.96574484245433	-26.2088984657566	9.06113198053841e-31	8.54872761649276e-29	59.9399693399677
MGP_DBA2J_G0023215	0.344700924723915	6.25259694379002	26.2014024041193	9.1823028730425e-31	8.61267978202294e-29	59.9148441184961
MGP_DBA2J_G0035900	0.374037747357559	6.14976588845721	26.1378136832442	1.02789503047349e-30	9.47601744378789e-29	59.8051537942922
MGP_DBA2J_G0015035	-0.717922959893972	3.582381933088	-26.1011831967984	1.0970354860513e-30	9.94296263846383e-29	59.7776897528655
MGP_DBA2J_G0026668	0.360583238652178	5.73278552619745	26.1112636035494	1.07754905883123e-30	9.85493114609146e-29	59.7756405099839
MGP_DBA2J_G0031347	0.908014302606726	3.02268372941002	26.1413066750025	1.02153822454327e-30	9.47153803250377e-29	59.7578146965711
